step,element,point,temperature,ivol
RETURN,31,8,305,0.16325677824053211
RETURN,32,1,300,0.15233523564836021
RETURN,32,2,300,0.15730243156300758
RETURN,32,3,300,0.15778250719944598
RETURN,32,4,300,0.13523398686603416
RETURN,32,5,300,0.17779552702285706
RETURN,32,6,300,0.18759422891166558
RETURN,32,7,305,0.18090763788143707
RETURN,32,8,300,0.16325677824053103
RETURN,33,1,315,0.15233523564835602
RETURN,33,2,330,0.15730243156300816
RETURN,33,3,370,0.15778250719944714
RETURN,33,4,350,0.13523398686603164
RETURN,33,5,390,0.17779552702285234
RETURN,33,6,410,0.18759422891166613
RETURN,33,7,450,0.18090763788143815
RETURN,33,8,430,0.16325677824052795
RETURN,34,1,310,0.15233523564836021
RETURN,34,2,335,0.15730243156300761
RETURN,34,3,370,0.15778250719944595
RETURN,34,4,350,0.13523398686603633
RETURN,34,5,390,0.17779552702285709
RETURN,34,6,410,0.18759422891166561
RETURN,34,7,450,0.18090763788143724
RETURN,34,8,430,0.16325677824053358
RETURN,35,1,310,0.15233523564836007
RETURN,35,2,330,0.15730243156300586
RETURN,35,3,370,0.15778250719945025
RETURN,35,4,355,0.13523398686603583
RETURN,35,5,390,0.1777955270228572
RETURN,35,6,410,0.18759422891166358
RETURN,35,7,450,0.18090763788144162
RETURN,35,8,430,0.16325677824053297
RETURN,36,1,310,0.15233523564836024
RETURN,36,2,330,0.15730243156300633
RETURN,36,3,375,0.157782507199448
RETURN,36,4,350,0.13523398686603327
RETURN,36,5,390,0.17779552702285714
RETURN,36,6,410,0.18759422891166408
RETURN,36,7,450,0.18090763788143929
RETURN,36,8,430,0.16325677824052992
RETURN,37,1,310,0.15233523564835957
RETURN,37,2,330,0.15730243156300475
RETURN,37,3,370,0.1577825071994482
RETURN,37,4,350,0.1352339868660328
RETURN,37,5,395,0.17779552702285656
RETURN,37,6,410,0.18759422891166219
RETURN,37,7,450,0.18090763788143929
RETURN,37,8,430,0.16325677824052939
RETURN,38,1,310,0.1523352356483601
RETURN,38,2,330,0.15730243156300941
RETURN,38,3,370,0.15778250719944817
RETURN,38,4,350,0.13523398686603627
RETURN,38,5,390,0.17779552702285714
RETURN,38,6,415,0.18759422891166763
RETURN,38,7,450,0.18090763788143929
RETURN,38,8,430,0.16325677824053378
RETURN,39,1,310,0.15233523564835755
RETURN,39,2,330,0.15730243156300788
RETURN,39,3,370,0.15778250719945017
RETURN,39,4,350,0.13523398686603574
RETURN,39,5,390,0.17779552702285417
RETURN,39,6,410,0.1875942289116658
RETURN,39,7,450,0.18090763788144162
RETURN,39,8,435,0.16325677824053297
RETURN,40,1,310,0.15233523564835766
RETURN,40,2,330,0.15730243156300838
RETURN,40,3,370,0.15778250719944795
RETURN,40,4,350,0.13523398686603114
RETURN,40,5,390,0.17779552702285417
RETURN,40,6,410,0.18759422891166641
RETURN,40,7,455,0.18090763788143929
RETURN,40,8,430,0.16325677824052748
RETURN,41,1,315,0.15233523564835971
RETURN,41,2,330,0.15730243156300897
RETURN,41,3,370,0.15778250719944589
RETURN,41,4,350,0.1352339868660325
RETURN,41,5,390,0.17779552702285656
RETURN,41,6,410,0.18759422891166702
RETURN,41,7,450,0.18090763788143693
RETURN,41,8,430,0.16325677824052939
RETURN,42,1,310,0.15233523564835755
RETURN,42,2,335,0.15730243156300935
RETURN,42,3,370,0.15778250719944811
RETURN,42,4,350,0.13523398686603408
RETURN,42,5,390,0.17779552702285417
RETURN,42,6,410,0.18759422891166758
RETURN,42,7,450,0.18090763788143929
RETURN,42,8,430,0.16325677824053106
RETURN,43,1,310,0.15233523564835974
RETURN,43,2,330,0.15730243156300985
RETURN,43,3,370,0.15778250719944797
RETURN,43,4,355,0.13523398686603755
RETURN,43,5,390,0.17779552702285645
RETURN,43,6,410,0.18759422891166802
RETURN,43,7,450,0.1809076378814396
RETURN,43,8,430,0.1632567782405355
RETURN,44,1,310,0.15233523564835974
RETURN,44,2,330,0.15730243156301038
RETURN,44,3,375,0.15778250719944589
RETURN,44,4,350,0.1352339868660371
RETURN,44,5,390,0.17779552702285645
RETURN,44,6,410,0.1875942289116686
RETURN,44,7,450,0.18090763788143724
RETURN,44,8,430,0.16325677824053497
RETURN,45,1,310,0.15233523564835974
RETURN,45,2,330,0.15730243156300891
RETURN,45,3,370,0.15778250719944384
RETURN,45,4,350,0.13523398686603216
RETURN,45,5,395,0.17779552702285645
RETURN,45,6,410,0.18759422891166672
RETURN,45,7,450,0.18090763788143485
RETURN,45,8,430,0.16325677824052945
RETURN,46,1,310,0.15233523564835549
RETURN,46,2,330,0.15730243156300924
RETURN,46,3,370,0.15778250719944606
RETURN,46,4,350,0.13523398686603177
RETURN,46,5,390,0.1777955270228517
RETURN,46,6,415,0.18759422891166713
RETURN,46,7,450,0.18090763788143724
RETURN,46,8,430,0.16325677824052889
RETURN,47,1,310,0.15233523564835755
RETURN,47,2,330,0.15730243156300963
RETURN,47,3,370,0.15778250719944609
RETURN,47,4,350,0.13523398686603574
RETURN,47,5,390,0.17779552702285403
RETURN,47,6,410,0.18759422891166794
RETURN,47,7,450,0.18090763788143741
RETURN,47,8,435,0.16325677824053303
RETURN,48,1,310,0.15233523564836177
RETURN,48,2,330,0.15730243156300383
RETURN,48,3,370,0.15778250719944589
RETURN,48,4,350,0.13523398686603527
RETURN,48,5,390,0.17779552702285889
RETURN,48,6,410,0.18759422891166103
RETURN,48,7,455,0.18090763788143724
RETURN,48,8,430,0.16325677824053247
RETURN,49,1,300.625,0.5
RETURN,50,1,300.625,0.5
RETURN,51,1,300.625,0.5
RETURN,52,1,300.625,0.5
RETURN,53,1,300.625,0.5
RETURN,54,1,300.625,0.5
RETURN,55,1,300.625,0.5
RETURN,56,1,300.625,0.5
RETURN,57,1,380.625,0.5
RETURN,58,1,380.625,0.5
RETURN,59,1,380.625,0.5
RETURN,60,1,380.625,0.5
RETURN,61,1,380.625,0.5
RETURN,62,1,380.625,0.5
RETURN,63,1,380.625,0.5
RETURN,64,1,380.625,0.5
RETURN,65,1,380.625,0.5
RETURN,66,1,380.625,0.5
RETURN,67,1,380.625,0.5
RETURN,68,1,380.625,0.5
RETURN,69,1,380.625,0.5
RETURN,70,1,380.625,0.5
RETURN,71,1,380.625,0.5
RETURN,72,1,380.625,0.5
RETURN,73,1,300.60508596266135,1.3122083333333534
RETURN,74,1,300.60547405595895,1.3122083333333534
RETURN,75,1,300.56865590942198,1.3122083333333534
RETURN,76,1,300.6031984179865,1.3122083333333534
RETURN,77,1,300.66226357179494,1.3122083333333534
RETURN,78,1,300.66880603096575,1.3122083333333534
RETURN,79,1,300.62908821007437,1.3122083333333534
RETURN,80,1,300.65742784110341,1.3122083333333534
RETURN,81,1,382.29304483888308,1.3122083333333534
RETURN,82,1,382.29343293218074,1.3122083333333534
RETURN,83,1,382.25661478564376,1.3122083333333534
RETURN,84,1,382.29115729420823,1.3122083333333534
RETURN,85,1,382.35022244801917,1.3122083333333541
RETURN,86,1,382.35676490720823,1.3122083333332728
RETURN,87,1,382.31704708631685,1.3122083333332728
RETURN,88,1,382.345386717346,1.3122083333332728
RETURN,89,1,382.29304483890382,1.3122083333332728
RETURN,90,1,382.29343293220154,1.3122083333332728
RETURN,91,1,382.25661478566451,1.3122083333332728
RETURN,92,1,382.29115729422904,1.3122083333332728
RETURN,93,1,382.35022244803747,1.3122083333332728
RETURN,94,1,382.35676490720823,1.3122083333332728
RETURN,95,1,382.31704708631685,1.3122083333332728
RETURN,96,1,382.345386717346,1.3122083333332728
RETURN,97,1,305,1.9027446491337854
RETURN,97,2,300,2.8096443312509196
RETURN,97,3,300,1.9027446491337852
RETURN,97,4,300,2.8096443312509196
RETURN,98,1,300,1.9027446491338396
RETURN,98,2,305,2.8096443312509396
RETURN,98,3,300,1.9027446491338391
RETURN,98,4,300,2.8096443312509396
RETURN,99,1,300,1.9027446491337312
RETURN,99,2,300,2.8096443312508597
RETURN,99,3,300,1.902744649133731
RETURN,99,4,305,2.8096443312508597
RETURN,100,1,300,1.9027446491337854
RETURN,100,2,300,2.8096443312508796
RETURN,100,3,305,1.9027446491337852
RETURN,100,4,300,2.8096443312508796
RETURN,101,1,315,1.9027446491337854
RETURN,101,2,330,2.8096443312508996
RETURN,101,3,450,1.9027446491337852
RETURN,101,4,390,2.8096443312508996
RETURN,102,1,310,1.9027446491337854
RETURN,102,2,335,2.8096443312508996
RETURN,102,3,450,1.9027446491337852
RETURN,102,4,390,2.8096443312508996
RETURN,103,1,310,1.9027446491337854
RETURN,103,2,330,2.8096443312508996
RETURN,103,3,450,1.9027446491337852
RETURN,103,4,395,2.8096443312508996
RETURN,104,1,310,1.9027446491337854
RETURN,104,2,330,2.8096443312508996
RETURN,104,3,455,1.9027446491337852
RETURN,104,4,390,2.8096443312508996
RETURN,105,1,315,1.9027446491338396
RETURN,105,2,330,2.8096443312509396
RETURN,105,3,450,1.9027446491338391
RETURN,105,4,390,2.8096443312509396
RETURN,106,1,310,1.9027446491337854
RETURN,106,2,335,2.8096443312509396
RETURN,106,3,450,1.9027446491337852
RETURN,106,4,390,2.8096443312509396
RETURN,107,1,310,1.9027446491338396
RETURN,107,2,330,2.8096443312509396
RETURN,107,3,450,1.9027446491338391
RETURN,107,4,395,2.8096443312509396
RETURN,108,1,310,1.9027446491337854
RETURN,108,2,330,2.8096443312509396
RETURN,108,3,455,1.9027446491337852
RETURN,108,4,390,2.8096443312509396
RETURN,109,1,305,2.1506647596738402
RETURN,109,2,300,3.7814517428836605
RETURN,109,3,300,1.8592778666365921
RETURN,109,4,300,3.3062816796114203
RETURN,110,1,300,2.1506647596738353
RETURN,110,2,305,3.7814517428837977
RETURN,110,3,300,1.8592778666365921
RETURN,110,4,300,3.306281679611546
RETURN,111,1,300,2.1506647596738353
RETURN,111,2,300,3.7814517428836991
RETURN,111,3,300,1.8592778666365921
RETURN,111,4,305,3.306281679611462
RETURN,112,1,300,2.1506647596737083
RETURN,112,2,300,3.7814517428837977
RETURN,112,3,305,1.8592778666365026
RETURN,112,4,300,3.3062816796115873
RETURN,113,1,315,2.1506647596738402
RETURN,113,2,330,3.7814517428837102
RETURN,113,3,450,1.8592778666365921
RETURN,113,4,390,3.306281679611462
RETURN,114,1,310,2.1506647596737083
RETURN,114,2,335,3.7814517428838466
RETURN,114,3,450,1.8592778666365026
RETURN,114,4,390,3.3062816796116294
RETURN,115,1,310,2.1506647596738353
RETURN,115,2,330,3.7814517428837484
RETURN,115,3,450,1.8592778666365921
RETURN,115,4,395,3.3062816796115038
RETURN,116,1,310,2.1506647596738353
RETURN,116,2,330,3.7814517428836494
RETURN,116,3,455,1.8592778666365921
RETURN,116,4,390,3.3062816796114203
RETURN,117,1,315,2.1506647596738353
RETURN,117,2,330,3.7814517428837484
RETURN,117,3,450,1.8592778666365921
RETURN,117,4,390,3.3062816796115038
RETURN,118,1,310,2.1506647596738402
RETURN,118,2,335,3.7814517428836605
RETURN,118,3,450,1.8592778666365921
RETURN,118,4,390,3.3062816796114203
RETURN,119,1,310,2.1506647596738353
RETURN,119,2,330,3.7814517428837977
RETURN,119,3,450,1.8592778666365921
RETURN,119,4,395,3.306281679611546
RETURN,120,1,310,2.1506647596738353
RETURN,120,2,330,3.7814517428836991
RETURN,120,3,455,1.8592778666365921
RETURN,120,4,390,3.306281679611462
RETURN,121,1,301.11111111111109,9.4247779607693705
RETURN,122,1,301.38888888888891,9.4247779607693705
RETURN,123,1,301.38888888888891,9.4247779607693705
RETURN,124,1,301.11111111111109,9.4247779607693705
RETURN,125,1,370,9.4247779607693705
RETURN,126,1,370.27777777777783,9.4247779607693705
RETURN,127,1,370.27777777777777,9.4247779607693705
RETURN,128,1,370,9.4247779607693705
RETURN,129,1,370,9.4247779607693705
RETURN,130,1,370.27777777777783,9.4247779607693705
RETURN,131,1,370.27777777777777,9.4247779607693705
RETURN,132,1,370,9.4247779607693705
RETURN,133,1,301.09279900920023,11.097676048805663
RETURN,134,1,301.50690021231424,11.097676048805663
RETURN,135,1,301.39340056617129,11.097676048805663
RETURN,136,1,301.00690021231418,11.097676048805663
RETURN,137,1,367.60801486199574,11.097676048805663
RETURN,138,1,368.02211606510969,11.097676048805663
RETURN,139,1,367.90861641896669,11.097676048805663
RETURN,140,1,367.52211606510969,11.097676048805663
RETURN,141,1,367.60801486199574,11.097676048805663
RETURN,142,1,368.02211606510969,11.097676048805663
RETURN,143,1,367.90861641896669,11.097676048805663
RETURN,144,1,367.52211606510969,11.097676048805663
